Data,IPEDS ID,Year,NCAA Subdivision,FBS Conference,Total Expenses,Excess Transfers Back,Other Expenses,Medical,Competition Guarantees,Recruiting,Game Expenses and Travel,Facilities and Equipment,Coaches Compensation,Support and Admin Compensation w/Severance,Athletic Student Aid,Total Revenues,Other Revenue,"Corporate Sponsorship, Advertising, Licensing",Donor Contributions,Competition Guarantees ,"NCAA/Conference Distributions, Media Rights, and Post-Season Football",Ticket Sales,Institutional/Government Support,Student Fees,Total Institutional/Government Support and Student Fees,Total Football Spending,Total Football Coaching Salaries,Athletics Related Debt,"Annual Debt Service, Leases and Rental Fees on Athletic Facilities"
University of Oregon,209551,2020,Football Bowl Subdivision,Pacific-12 Conference,"$126,563,692 ",$0 ,"$6,326,821 ","$1,562,169 ","$2,121,654 ","$1,484,938 ","$11,660,093 ","$38,037,721 ","$26,638,670 ","$23,698,490 ","$15,033,136 ","$410,174,771 ","$9,750,243 ","$18,578,335 ","$312,524,529 ","$3,894,764 ","$37,926,950 ","$27,084,771 ","$415,180 ",,"$415,180 ","$34,271,870 ","$12,566,285 ","$203,806,334 ","$19,274,771 "
University of Oregon,209551,2021,Football Bowl Subdivision,Pacific-12 Conference,"$101,243,145 ",$0 ,"$4,609,566 ","$2,287,765 ","$250,495 ","$656,777 ","$6,282,327 ","$29,959,184 ","$24,121,131 ","$18,547,968 ","$14,527,932 ","$117,521,817 ","$2,537,466 ","$13,570,058 ","$79,136,880 ","$1,000 ","$21,647,109 ","$119,443 ","$509,861 ",$0 ,"$509,861 ","$24,569,707 ","$11,410,351 ","$188,131,853 ","$17,745,990 "
University of Pittsburgh-Pittsburgh Campus,215293,2005,Football Bowl Subdivision,Big East Conference,,,,,,,,,,,,,,,,,,,,,,,,,
University of Pittsburgh-Pittsburgh Campus,215293,2006,Football Bowl Subdivision,Big East Conference,,,,,,,,,,,,,,,,,,,,,,,,,
University of Pittsburgh-Pittsburgh Campus,215293,2007,Football Bowl Subdivision,Big East Conference,,,,,,,,,,,,,,,,,,,,,,,,,
University of Pittsburgh-Pittsburgh Campus,215293,2008,Football Bowl Subdivision,Big East Conference,,,,,,,,,,,,,,,,,,,,,,,,,
University of Pittsburgh-Pittsburgh Campus,215293,2009,Football Bowl Subdivision,Big East Conference,,,,,,,,,,,,,,,,,,,,,,,,,
University of Pittsburgh-Pittsburgh Campus,215293,2010,Football Bowl Subdivision,Big East Conference,,,,,,,,,,,,,,,,,,,,,,,,,
University of Pittsburgh-Pittsburgh Campus,215293,2011,Football Bowl Subdivision,Big East Conference,,,,,,,,,,,,,,,,,,,,,,,,,
University of Pittsburgh-Pittsburgh Campus,215293,2012,Football Bowl Subdivision,Big East Conference,,,,,,,,,,,,,,,,,,,,,,,,,
University of Pittsburgh-Pittsburgh Campus,215293,2013,Football Bowl Subdivision,Big East Conference,,,,,,,,,,,,,,,,,,,,,,,,,
University of Pittsburgh-Pittsburgh Campus,215293,2014,Football Bowl Subdivision,Atlantic Coast Conference,,,,,,,,,,,,,,,,,,,,,,,,,
University of Pittsburgh-Pittsburgh Campus,215293,2015,Football Bowl Subdivision,Atlantic Coast Conference,,,,,,,,,,,,,,,,,,,,,,,,,
University of Pittsburgh-Pittsburgh Campus,215293,2016,Football Bowl Subdivision,Atlantic Coast Conference,,,,,,,,,,,,,,,,,,,,,,,,,
University of Pittsburgh-Pittsburgh Campus,215293,2017,Football Bowl Subdivision,Atlantic Coast Conference,,,,,,,,,,,,,,,,,,,,,,,,,
University of Pittsburgh-Pittsburgh Campus,215293,2018,Football Bowl Subdivision,Atlantic Coast Conference,,,,,,,,,,,,,,,,,,,,,,,,,
University of Pittsburgh-Pittsburgh Campus,215293,2019,Football Bowl Subdivision,Atlantic Coast Conference,,,,,,,,,,,,,,,,,,,,,,,,,
University of Pittsburgh-Pittsburgh Campus,215293,2020,Football Bowl Subdivision,Atlantic Coast Conference,,,,,,,,,,,,,,,,,,,,,,,,,
University of Pittsburgh-Pittsburgh Campus,215293,2021,Football Bowl Subdivision,Atlantic Coast Conference,,,,,,,,,,,,,,,,,,,,,,,,,
University of South Alabama,102094,2005,No Football Subdivision,,"$9,620,432 ",$0 ,"$1,125,371 ","$252,328 ","$89,145 ","$176,175 ","$1,212,837 ","$458,086 ","$2,167,833 ","$1,629,656 ","$2,508,999 ","$9,653,045 ","$59,774 ","$611,655 ","$528,095 ","$133,201 ","$288,273 ","$155,872 ","$6,580,279 ","$1,295,895 ","$7,876,174 ",,,"$20,812,716 ","$1,387,514 "
University of South Alabama,102094,2006,No Football Subdivision,,"$10,258,813 ",$0 ,"$1,052,896 ","$182,900 ","$144,580 ","$270,688 ","$1,180,489 ","$658,780 ","$2,520,870 ","$1,618,305 ","$2,629,305 ","$9,853,092 ","$120,144 ","$335,628 ","$206,952 ","$151,889 ","$285,796 ","$305,400 ","$6,840,510 ","$1,606,771 ","$8,447,281 ",,,"$16,129,833 ","$1,344,153 "
University of South Alabama,102094,2007,No Football Subdivision,,"$11,130,660 ",$0 ,"$1,150,680 ","$221,605 ","$169,212 ","$193,130 ","$1,471,993 ","$613,642 ","$2,695,444 ","$1,787,998 ","$2,826,956 ","$11,130,660 ","$109,921 ","$274,140 ",$0 ,"$227,657 ","$318,010 ","$244,452 ","$8,369,361 ","$1,587,119 ","$9,956,480 ",,,"$14,375,592 ","$1,306,872 "
University of South Alabama,102094,2008,No Football Subdivision,,"$13,374,573 ",$0 ,"$1,475,739 ","$339,501 ","$227,449 ","$317,926 ","$1,294,528 ","$835,918 ","$2,765,288 ","$2,948,020 ","$3,170,204 ","$13,374,573 ","$58,767 ","$431,129 ","$44,716 ","$182,731 ","$346,435 ","$269,301 ","$9,662,508 ","$2,378,986 ","$12,041,494 ",,,"$12,585,548 ","$1,258,555 "
University of South Alabama,102094,2009,No Football Subdivision,,"$17,402,365 ",$0 ,"$1,091,419 ","$447,977 ","$347,004 ","$456,659 ","$1,601,945 ","$1,206,066 ","$2,300,722 ","$5,470,257 ","$4,480,317 ","$18,131,648 ","$566,750 ","$146,065 ","$834,075 ","$157,249 ","$777,105 ","$1,143,081 ","$7,882,116 ","$6,625,206 ","$14,507,322 ",,,,
University of South Alabama,102094,2010,No Football Subdivision,,"$19,112,775 ",$0 ,"$1,002,497 ","$486,658 ","$555,077 ","$423,393 ","$2,094,438 ","$1,446,250 ","$4,635,493 ","$3,319,936 ","$5,149,033 ","$20,429,165 ","$503,195 ",$0 ,"$995,458 ","$309,434 ","$466,201 ","$1,090,700 ","$10,005,245 ","$7,058,933 ","$17,064,178 ",,,,
University of South Alabama,102094,2011,Football Championship Subdivision,,"$19,973,117 ",$0 ,"$1,643,952 ","$418,892 ","$478,707 ","$619,304 ","$2,355,634 ","$1,303,635 ","$4,563,792 ","$3,218,851 ","$5,370,350 ","$20,999,283 ","$130,185 ","$197,560 ","$1,422,715 ","$1,010,690 ","$351,022 ","$1,036,230 ","$9,437,256 ","$7,413,625 ","$16,850,881 ",,,,
University of South Alabama,102094,2012,Football Championship Subdivision,,"$22,207,875 ",$0 ,"$1,716,172 ","$446,001 ","$985,080 ","$643,357 ","$2,107,783 ","$2,247,534 ","$4,637,836 ","$3,493,972 ","$5,930,140 ","$22,495,578 ","$277,300 ","$682,688 ","$913,977 ","$868,638 ","$390,146 ","$1,031,421 ","$10,094,916 ","$8,236,493 ","$18,331,409 ","$8,563,161 ","$1,947,191 ",$0 ,$0 
University of South Alabama,102094,2013,Football Bowl Subdivision,Sun Belt Conference,"$23,065,852 ",$0 ,"$2,107,587 ","$426,306 ","$576,273 ","$665,562 ","$2,253,325 ","$2,522,553 ","$4,856,233 ","$3,732,464 ","$5,925,548 ","$24,561,107 ","$736,625 ","$218,910 ","$692,670 ","$1,663,341 ","$1,020,747 ","$1,007,155 ","$10,496,939 ","$8,724,720 ","$19,221,659 ","$7,793,992 ","$1,825,846 ","$24,285,944 ","$1,563,308 "
University of South Alabama,102094,2014,Football Bowl Subdivision,Sun Belt Conference,"$26,281,058 ",$0 ,"$2,509,235 ","$605,915 ","$568,458 ","$707,880 ","$2,989,388 ","$2,730,967 ","$4,976,941 ","$4,586,267 ","$6,606,006 ","$26,430,966 ","$468,508 ","$542,230 ","$831,871 ","$826,979 ","$1,682,578 ","$1,609,594 ","$11,492,623 ","$8,976,582 ","$20,469,205 ","$9,638,969 ","$1,987,719 ","$23,382,043 ","$1,640,223 "
University of South Alabama,102094,2015,Football Bowl Subdivision,Sun Belt Conference,"$28,722,438 ",$0 ,"$3,323,998 ","$591,453 ","$934,353 ","$631,015 ","$3,364,322 ","$2,498,982 ","$5,533,296 ","$4,960,641 ","$6,884,378 ","$32,127,576 ","$1,157,941 ","$979,396 ","$959,994 ","$2,983,886 ","$2,176,669 ","$1,144,944 ","$12,950,358 ","$9,774,387 ","$22,724,745 ","$10,477,375 ","$2,374,197 ","$20,659,695 ","$1,685,152 "
University of South Alabama,102094,2016,Football Bowl Subdivision,Sun Belt Conference,"$29,882,873 ",$0 ,"$3,215,929 ","$481,075 ","$328,682 ","$601,272 ","$3,023,303 ","$4,199,039 ","$5,514,590 ","$5,174,793 ","$7,344,189 ","$30,691,432 ","$1,229,975 ","$457,593 ","$2,411,226 ","$490,893 ","$2,462,811 ","$793,495 ","$12,488,006 ","$10,357,434 ","$22,845,440 ","$9,742,612 ","$2,260,420 ","$21,024,739 ","$1,627,427 "
University of South Alabama,102094,2017,Football Bowl Subdivision,Sun Belt Conference,"$30,896,792 ",$0 ,"$3,135,657 ","$437,388 ","$1,476,633 ","$360,079 ","$4,033,288 ","$3,386,181 ","$5,607,706 ","$5,109,121 ","$7,350,739 ","$33,930,866 ","$1,417,974 ","$858,654 ","$1,409,483 ","$2,922,837 ","$3,577,023 ","$900,603 ","$12,653,092 ","$10,191,199 ","$22,844,291 ","$11,702,925 ","$2,324,244 ","$19,887,874 ","$1,539,691 "
University of South Alabama,102094,2018,Football Bowl Subdivision,Sun Belt Conference,"$32,258,701 ",$0 ,"$3,163,976 ","$653,896 ","$227,151 ","$432,682 ","$3,001,734 ","$5,452,101 ","$6,373,727 ","$5,379,359 ","$7,574,073 ","$31,338,169 ","$1,047,131 ","$824,995 ","$2,097,476 ","$862,742 ","$2,049,416 ","$711,151 ","$14,274,447 ","$9,470,810 ","$23,745,257 ","$11,142,611 ","$2,919,743 ","$18,699,711 ","$1,476,058 "
University of South Alabama,102094,2019,Football Bowl Subdivision,Sun Belt Conference,"$35,998,352 ",$0 ,"$2,636,077 ","$594,365 ","$869,605 ","$549,337 ","$3,141,723 ","$9,049,566 ","$5,833,680 ","$5,325,511 ","$7,793,433 ","$35,533,266 ","$3,298,233 ","$781,405 ","$1,273,898 ","$1,453,116 ","$2,271,727 ","$807,924 ","$16,222,685 ","$9,424,277 ","$25,646,962 ","$11,180,881 ","$2,372,491 ","$87,847,307 ","$3,483,083 "
University of South Alabama,102094,2020,Football Bowl Subdivision,Sun Belt Conference,"$29,651,941 ",$0 ,"$2,181,459 ","$595,260 ","$65,025 ","$367,660 ","$2,030,598 ","$6,726,119 ","$5,799,892 ","$5,323,761 ","$6,562,166 ","$29,363,838 ","$934,875 ","$770,386 ","$1,458,755 ","$22,510 ","$1,484,847 ","$556,666 ","$15,165,805 ","$8,969,993 ","$24,135,798 ","$9,157,642 ","$2,321,407 ","$86,017,151 ","$2,950,777 "
University of South Alabama,102094,2021,Football Bowl Subdivision,Sun Belt Conference,"$35,094,465 ",$0 ,"$2,316,915 ","$891,048 ","$417,785 ","$424,100 ","$2,771,275 ","$9,442,901 ","$7,475,500 ","$4,664,407 ","$6,690,534 ","$32,429,727 ","$483,774 ","$642,668 ","$1,078,067 ","$186,500 ","$2,500,129 ","$935,286 ","$18,235,416 ","$8,367,887 ","$26,603,303 ","$11,842,985 ","$3,711,793 ","$80,196,049 ","$5,629,295 "
University of South Carolina,218663,2005,Football Bowl Subdivision,Southeastern Conference,"$67,898,592 ",$0 ,"$12,641,250 ","$1,055,318 ","$2,728,406 ","$1,031,333 ","$7,340,838 ","$11,733,542 ","$10,833,626 ","$10,965,160 ","$9,569,119 ","$64,214,624 ","$8,060,145 ","$2,249,841 ","$22,543,227 ","$1,605,838 ","$12,927,579 ","$15,642,521 ","$388,504 ","$796,970 ","$1,185,474 ","$14,334,991 ","$4,056,842 ","$42,508,815 ","$18,602,259 "
University of South Carolina,218663,2006,Football Bowl Subdivision,Southeastern Conference,"$71,372,291 ",$0 ,"$10,328,154 ","$981,611 ","$3,084,597 ","$1,014,608 ","$7,559,232 ","$13,629,717 ","$10,698,851 ","$13,282,227 ","$10,793,294 ","$69,974,251 ","$8,638,297 ","$2,497,150 ","$21,904,013 ","$1,134,465 ","$15,947,185 ","$18,673,628 ","$376,363 ","$803,151 ","$1,179,514 ","$17,731,531 ","$3,959,000 ","$37,540,605 ",
University of South Carolina,218663,2007,Football Bowl Subdivision,Southeastern Conference,"$74,710,493 ",$0 ,"$8,527,166 ","$1,113,038 ","$2,493,580 ","$973,676 ","$9,497,606 ","$17,191,631 ","$10,689,134 ","$13,419,912 ","$10,804,751 ","$79,123,953 ","$9,887,517 ","$2,840,803 ","$22,726,912 ","$336,520 ","$17,043,796 ","$24,723,590 ",$0 ,"$1,564,816 ","$1,564,816 ","$19,154,240 ","$3,909,579 ",,
University of South Carolina,218663,2008,Football Bowl Subdivision,Southeastern Conference,"$81,197,473 ",$0 ,"$8,798,076 ","$1,137,735 ","$1,710,429 ","$1,105,711 ","$9,056,757 ","$22,256,185 ","$11,728,042 ","$14,026,005 ","$11,378,534 ","$83,751,730 ","$12,914,509 ","$3,755,500 ","$22,703,814 ","$390,152 ","$15,280,550 ","$26,205,285 ",$0 ,"$2,501,920 ","$2,501,920 ","$18,035,393 ","$4,492,116 ",,
University of South Carolina,218663,2009,Football Bowl Subdivision,Southeastern Conference,"$95,483,479 ",$0 ,"$9,020,981 ","$1,394,998 ","$2,192,958 ","$1,072,841 ","$12,625,780 ","$27,704,443 ","$12,973,115 ","$16,822,222 ","$11,676,142 ","$96,139,414 ","$11,199,795 ","$4,173,305 ","$30,991,884 ","$325,234 ","$19,405,336 ","$27,393,881 ",$0 ,"$2,649,979 ","$2,649,979 ","$25,948,727 ","$5,341,955 ","$86,301,252 ","$4,165,542 "
University of South Carolina,218663,2010,Football Bowl Subdivision,Southeastern Conference,"$97,294,516 ",$0 ,"$11,131,623 ","$1,531,650 ","$2,250,812 ","$1,143,514 ","$11,658,304 ","$27,023,873 ","$13,508,763 ","$16,314,562 ","$12,731,414 ","$99,263,100 ","$12,390,136 ","$3,850,432 ","$29,808,164 ","$314,813 ","$26,566,054 ","$23,666,378 ",$0 ,"$2,667,124 ","$2,667,124 ","$28,328,707 ","$5,617,835 ","$102,880,066 ","$29,599,181 "
University of South Carolina,218663,2011,Football Bowl Subdivision,Southeastern Conference,"$97,004,236 ",$0 ,"$13,177,544 ","$1,294,994 ","$3,097,406 ","$1,034,859 ","$14,225,215 ","$21,645,514 ","$16,009,376 ","$16,317,637 ","$10,201,691 ","$100,964,497 ","$13,135,602 ","$3,696,335 ","$29,384,949 ","$395,723 ","$27,835,691 ","$23,807,842 ",$0 ,"$2,708,355 ","$2,708,355 ","$27,083,222 ","$7,094,670 ","$136,031,589 ","$42,483,208 "
University of South Carolina,218663,2012,Football Bowl Subdivision,Southeastern Conference,"$100,274,582 ",$0 ,"$13,461,874 ","$1,305,311 ","$2,644,198 ","$1,121,417 ","$14,704,931 ","$19,991,018 ","$16,347,859 ","$20,269,154 ","$10,428,821 ","$103,396,621 ","$14,805,354 ","$4,223,470 ","$29,701,125 ","$358,195 ","$27,885,779 ","$23,663,041 ",$0 ,"$2,759,657 ","$2,759,657 ","$26,197,455 ","$7,259,172 ","$147,011,776 ","$16,153,219 "
University of South Carolina,218663,2013,Football Bowl Subdivision,Southeastern Conference,"$103,635,938 ",$0 ,"$14,020,536 ","$1,055,366 ","$2,424,509 ","$1,283,233 ","$14,212,770 ","$22,971,235 ","$18,459,647 ","$18,667,490 ","$10,541,151 ","$105,249,274 ","$17,174,955 ","$4,777,424 ","$30,111,873 ","$298,355 ","$26,570,924 ","$23,363,956 ",$0 ,"$2,951,787 ","$2,951,787 ","$29,051,145 ","$8,229,793 ","$141,808,556 ","$9,493,958 "
University of South Carolina,218663,2014,Football Bowl Subdivision,Southeastern Conference,"$109,610,806 ",$0 ,"$15,069,677 ","$1,066,364 ","$1,817,457 ","$1,371,384 ","$15,023,782 ","$19,957,141 ","$20,920,625 ","$20,156,090 ","$14,228,285 ","$112,880,599 ","$15,684,698 ","$4,885,006 ","$34,571,441 ","$346,244 ","$26,513,161 ","$24,433,646 ","$3,478,809 ","$2,967,593 ","$6,446,402 ","$29,974,240 ","$9,290,039 ","$136,494,448 ","$9,313,246 "
University of South Carolina,218663,2015,Football Bowl Subdivision,Southeastern Conference,"$122,819,540 ",$0 ,"$13,881,433 ","$1,201,628 ","$3,167,372 ","$1,515,274 ","$15,665,966 ","$28,986,229 ","$21,719,807 ","$21,765,331 ","$14,916,501 ","$129,384,662 ","$16,728,699 ","$4,736,861 ","$35,680,197 ","$117,755 ","$37,870,581 ","$34,250,569 ",$0 ,$0 ,$0 ,"$32,558,056 ","$9,826,929 ","$176,918,143 ","$9,306,898 "
University of South Carolina,218663,2016,Football Bowl Subdivision,Southeastern Conference,"$131,795,319 ",$0 ,"$13,004,437 ","$1,279,046 ","$1,412,014 ","$1,670,360 ","$15,744,303 ","$33,553,009 ","$23,100,248 ","$25,267,319 ","$16,764,583 ","$138,112,776 ","$20,326,800 ","$5,120,973 ","$34,261,355 ","$5,691,894 ","$44,219,831 ","$28,491,922 ",$0 ,$0 ,$0 ,"$33,836,403 ","$10,872,706 ","$170,785,033 ","$12,138,795 "
University of South Carolina,218663,2017,Football Bowl Subdivision,Southeastern Conference,"$142,955,249 ",$0 ,"$11,134,917 ","$1,610,423 ","$3,725,753 ","$2,156,050 ","$19,220,401 ","$38,653,607 ","$21,765,790 ","$26,875,682 ","$17,812,627 ","$150,378,927 ","$17,710,387 ","$10,527,223 ","$42,903,188 ","$1,105 ","$48,263,968 ","$30,973,056 ",$0 ,$0 ,$0 ,"$38,464,339 ","$8,579,684 ","$205,925,169 ","$11,476,713 "
University of South Carolina,218663,2018,Football Bowl Subdivision,Southeastern Conference,"$145,531,595 ",$0 ,"$10,896,509 ","$1,837,956 ","$1,872,139 ","$2,297,050 ","$18,388,083 ","$40,140,975 ","$24,553,224 ","$27,828,148 ","$17,717,511 ","$151,165,150 ","$18,500,030 ","$10,395,778 ","$41,070,322 ","$2,635,078 ","$47,689,124 ","$30,874,818 ",$0 ,$0 ,$0 ,"$35,953,151 ","$10,320,633 ","$192,296,057 ","$13,107,681 "
University of South Carolina,218663,2019,Football Bowl Subdivision,Southeastern Conference,"$145,078,134 ",$0 ,"$9,343,919 ","$1,770,190 ","$3,658,294 ","$2,256,249 ","$16,521,970 ","$35,262,710 ","$26,053,737 ","$29,647,144 ","$20,563,921 ","$149,122,616 ","$24,640,110 ","$11,246,167 ","$33,665,474 ","$5,299 ","$49,139,815 ","$30,425,750 ",$0 ,,$0 ,"$38,799,340 ","$11,698,628 ","$183,997,760 ","$13,497,415 "
University of South Carolina,218663,2020,Football Bowl Subdivision,Southeastern Conference,"$140,061,070 ",$0 ,"$10,950,214 ","$1,911,804 ","$3,084,320 ","$1,431,204 ","$13,675,331 ","$36,574,938 ","$26,370,914 ","$30,264,092 ","$15,798,255 ","$139,259,810 ","$21,396,592 ","$7,754,259 ","$26,932,732 ","$2,466,322 ","$48,286,011 ","$32,423,893 ",$0 ,,$0 ,"$35,776,135 ","$11,701,950 ","$175,416,189 ","$14,628,954 "
University of South Carolina,218663,2021,Football Bowl Subdivision,Southeastern Conference,"$130,364,709 ",$0 ,"$6,081,519 ","$3,731,914 ","$116,536 ","$372,977 ","$10,879,031 ","$28,335,633 ","$24,374,598 ","$40,578,682 ","$15,893,819 ","$135,157,386 ","$7,336,440 ","$11,870,232 ","$14,130,910 ","$21,851 ","$75,993,960 ","$9,977,137 ","$15,826,856 ",$0 ,"$15,826,856 ","$43,854,572 ","$10,468,102 ","$162,830,000 ","$12,354,796 "
University of South Florida,137351,2005,Football Bowl Subdivision,Conference USA,"$27,505,909 ",$0 ,"$3,898,363 ","$415,189 ","$1,574,055 ","$481,196 ","$3,457,213 ","$3,426,886 ","$4,661,033 ","$5,016,894 ","$4,575,082 ","$28,535,442 ","$986,198 ","$1,446,552 ","$3,711,869 ","$1,468,672 ","$2,534,951 ","$4,127,871 ","$1,517,370 ","$12,741,960 ","$14,259,330 ","$7,464,285 ","$1,904,395 ","$18,315,190 ",$0 
University of South Florida,137351,2006,Football Bowl Subdivision,Big East Conference,"$32,578,714 ",$0 ,"$4,861,373 ","$354,417 ","$1,499,484 ","$594,238 ","$4,544,469 ","$5,037,672 ","$5,604,027 ","$5,601,492 ","$4,481,541 ","$34,600,033 ","$823,593 ","$1,522,299 ","$2,813,150 ","$1,988,876 ","$6,483,810 ","$5,688,421 ","$1,532,735 ","$13,747,149 ","$15,279,884 ","$8,963,084 ","$2,492,885 ","$17,084,182 ","$924,680 "
University of South Florida,137351,2007,Football Bowl Subdivision,Big East Conference,"$36,391,758 ",$0 ,"$5,243,876 ","$367,057 ","$1,483,393 ","$612,679 ","$4,337,896 ","$5,805,345 ","$6,689,345 ","$7,046,890 ","$4,805,277 ","$36,802,340 ","$1,479,178 ","$2,636,574 ","$2,790,999 ","$1,449,066 ","$7,184,598 ","$5,246,246 ","$1,884,530 ","$14,131,149 ","$16,015,680 ","$10,051,396 ","$3,014,452 ","$15,937,304 ","$1,292,683 "
University of South Florida,137351,2008,Football Bowl Subdivision,Big East Conference,"$41,292,684 ",$0 ,"$7,551,125 ","$707,351 ","$1,794,192 ","$794,652 ","$5,682,889 ","$4,899,909 ","$7,241,863 ","$7,647,763 ","$4,972,942 ","$43,968,636 ","$1,265,523 ","$3,190,885 ","$3,577,757 ","$1,778,338 ","$9,565,764 ","$8,454,108 ","$1,595,362 ","$14,540,899 ","$16,136,261 ","$12,255,861 ","$3,291,716 ","$14,674,749 ","$1,348,841 "
University of South Florida,137351,2009,Football Bowl Subdivision,Big East Conference,"$44,475,697 ",$0 ,"$7,745,392 ","$824,981 ","$1,794,356 ","$725,027 ","$6,117,500 ","$5,823,093 ","$8,207,157 ","$7,827,443 ","$5,410,747 ","$47,978,264 ","$1,301,896 ","$5,080,626 ","$3,704,310 ","$1,589,543 ","$10,788,084 ","$8,109,399 ","$1,645,191 ","$15,759,215 ","$17,404,406 ","$13,169,220 ","$4,143,115 ","$14,019,805 ","$1,353,149 "
University of South Florida,137351,2010,Football Bowl Subdivision,Big East Conference,"$48,574,121 ",$0 ,"$8,349,007 ","$1,109,555 ","$2,285,740 ","$708,893 ","$6,083,496 ","$6,277,105 ","$9,179,757 ","$8,524,464 ","$6,056,103 ","$48,701,219 ","$1,223,844 ","$6,132,920 ","$3,595,760 ","$1,368,174 ","$10,782,752 ","$7,970,516 ","$1,439,936 ","$16,187,317 ","$17,627,253 ","$15,179,132 ","$4,783,577 ","$25,493,278 ","$1,658,743 "
University of South Florida,137351,2011,Football Bowl Subdivision,Big East Conference,"$52,394,770 ",$0 ,"$7,007,966 ","$1,336,959 ","$2,290,078 ","$755,680 ","$6,736,615 ","$7,490,351 ","$8,963,621 ","$11,666,044 ","$6,147,457 ","$50,532,253 ","$1,027,188 ","$5,885,596 ","$3,294,685 ","$2,052,701 ","$11,300,668 ","$7,020,681 ","$1,602,057 ","$18,348,676 ","$19,950,733 ","$15,293,252 ","$4,507,414 ","$39,987,519 ","$2,427,564 "
University of South Florida,137351,2012,Football Bowl Subdivision,Big East Conference,"$50,828,314 ",$0 ,"$6,255,967 ","$1,463,047 ","$2,894,775 ","$747,377 ","$6,509,199 ","$8,754,483 ","$9,330,786 ","$8,576,358 ","$6,296,322 ","$51,427,126 ","$1,175,406 ","$6,129,982 ","$3,604,170 ","$1,845,855 ","$11,866,016 ","$7,109,515 ","$1,361,870 ","$18,334,311 ","$19,696,182 ","$14,919,975 ","$4,622,913 ","$37,758,072 ","$3,001,634 "
University of South Florida,137351,2013,Football Bowl Subdivision,Big East Conference,"$51,892,213 ",$0 ,"$5,436,371 ","$1,059,702 ","$2,107,903 ","$917,708 ","$7,536,201 ","$8,849,227 ","$9,925,148 ","$9,830,451 ","$6,229,501 ","$52,419,973 ","$1,065,790 ","$5,856,639 ","$2,841,008 ","$1,383,016 ","$12,668,108 ","$8,012,817 ","$1,692,986 ","$18,899,609 ","$20,592,595 ","$15,471,031 ","$4,838,364 ","$35,691,331 ","$3,046,626 "
University of South Florida,137351,2014,Football Bowl Subdivision,American Athletic Conference,"$53,601,567 ",$0 ,"$6,666,075 ","$1,560,598 ","$1,595,780 ","$915,601 ","$7,610,487 ","$8,549,788 ","$9,371,803 ","$10,907,400 ","$6,424,034 ","$55,380,609 ","$1,042,119 ","$5,634,714 ","$4,257,048 ","$298,170 ","$14,004,106 ","$5,700,246 ","$5,614,812 ","$18,829,393 ","$24,444,204 ","$13,886,100 ","$3,913,025 ","$33,539,435 ","$3,040,933 "
University of South Florida,137351,2015,Football Bowl Subdivision,American Athletic Conference,"$53,573,715 ",$0 ,"$6,498,521 ","$1,230,160 ","$1,700,446 ","$1,152,397 ","$6,985,349 ","$8,698,807 ","$9,429,123 ","$11,282,588 ","$6,596,324 ","$51,993,941 ","$871,661 ","$5,777,245 ","$2,806,245 ","$689,952 ","$12,145,868 ","$4,809,162 ","$5,744,727 ","$19,149,081 ","$24,893,808 ","$13,738,256 ","$3,901,478 ","$31,831,190 ","$3,061,807 "
University of South Florida,137351,2016,Football Bowl Subdivision,American Athletic Conference,"$54,649,846 ",$0 ,"$6,441,545 ","$1,164,121 ","$1,395,888 ","$955,728 ","$8,013,415 ","$8,936,946 ","$9,572,269 ","$11,178,490 ","$6,991,444 ","$53,244,940 ","$885,131 ","$6,135,538 ","$3,322,287 ","$1,006,511 ","$12,044,485 ","$3,428,760 ","$7,192,717 ","$19,229,512 ","$26,422,228 ","$14,532,570 ","$3,793,283 ","$29,690,361 ","$3,050,724 "
University of South Florida,137351,2017,Football Bowl Subdivision,American Athletic Conference,"$53,313,593 ",$0 ,"$6,352,891 ","$1,425,446 ","$1,009,220 ","$1,071,812 ","$6,365,047 ","$9,012,088 ","$10,124,346 ","$11,343,863 ","$6,608,879 ","$55,229,177 ","$2,729,350 ","$6,103,404 ","$2,836,720 ","$554,941 ","$12,521,023 ","$6,712,216 ","$4,891,104 ","$18,880,418 ","$23,771,523 ","$13,991,851 ","$4,111,396 ","$27,264,789 ","$3,017,072 "
University of South Florida,137351,2018,Football Bowl Subdivision,American Athletic Conference,"$54,682,805 ",$0 ,"$6,149,888 ","$886,820 ","$1,232,345 ","$1,110,573 ","$7,539,001 ","$10,737,718 ","$9,804,040 ","$10,393,724 ","$6,828,695 ","$49,159,713 ","$1,472,838 ","$4,790,744 ","$2,450,273 ","$345,043 ","$10,854,337 ","$3,383,965 ","$7,237,164 ","$18,625,350 ","$25,862,514 ","$14,388,828 ","$3,671,700 ","$24,751,227 ","$2,916,815 "
University of South Florida,137351,2019,Football Bowl Subdivision,American Athletic Conference,"$56,778,313 ",$0 ,"$4,684,178 ","$836,774 ","$1,338,612 ","$1,030,698 ","$7,864,365 ","$12,657,325 ","$11,687,860 ","$9,388,638 ","$7,289,862 ","$58,342,732 ","$1,497,856 ","$5,238,092 ","$5,462,224 ","$476,953 ","$6,839,626 ","$4,875,783 ","$15,716,776 ","$18,235,422 ","$33,952,198 ","$17,696,591 ","$5,621,160 ","$34,831,363 ","$2,753,805 "
