Data,IPEDS ID,Year,NCAA Subdivision,FBS Conference,Total Expenses,Excess Transfers Back,Other Expenses,Medical,Competition Guarantees,Recruiting,Game Expenses and Travel,Facilities and Equipment,Coaches Compensation,Support and Admin Compensation w/Severance,Athletic Student Aid,Total Revenues,Other Revenue,"Corporate Sponsorship, Advertising, Licensing",Donor Contributions,Competition Guarantees ,"NCAA/Conference Distributions, Media Rights, and Post-Season Football",Ticket Sales,Institutional/Government Support,Student Fees,Total Institutional/Government Support and Student Fees,Total Football Spending,Total Football Coaching Salaries,Athletics Related Debt,"Annual Debt Service, Leases and Rental Fees on Athletic Facilities"
University of California-Los Angeles,110662,2010,Football Bowl Subdivision,Pacific-12 Conference,"$76,890,574 ",$0 ,"$10,171,829 ","$460,482 ","$2,544,378 ","$1,106,490 ","$11,417,351 ","$10,707,511 ","$14,051,728 ","$14,321,461 ","$12,109,342 ","$76,890,574 ","$7,931,389 ","$11,224,420 ","$11,597,550 ","$4,875,128 ","$13,749,577 ","$24,020,023 ","$74,560 ","$3,417,927 ","$3,492,487 ","$18,981,485 ","$4,727,286 ","$6,059,660 ","$464,930 "
University of California-Los Angeles,110662,2011,Football Bowl Subdivision,Pacific-12 Conference,"$79,510,719 ",$0 ,"$9,748,355 ","$466,538 ","$4,936,455 ","$1,145,288 ","$10,542,554 ","$10,203,380 ","$15,013,313 ","$14,741,001 ","$12,713,837 ","$79,510,719 ","$14,408,585 ","$10,956,836 ","$9,406,293 ","$2,237,314 ","$15,233,319 ","$24,151,448 ","$72,278 ","$3,044,646 ","$3,116,924 ","$21,579,452 ","$5,312,348 ","$7,856,318 ","$1,206,444 "
University of California-Los Angeles,110662,2012,Football Bowl Subdivision,Pacific-12 Conference,"$84,658,860 ",$0 ,"$11,629,462 ","$525,505 ","$2,621,488 ","$1,300,731 ","$12,050,859 ","$10,900,083 ","$15,877,150 ","$16,619,650 ","$13,133,932 ","$84,658,860 ","$9,284,035 ","$13,463,424 ","$18,881,158 ","$4,137,112 ","$18,510,682 ","$17,106,571 ","$70,813 ","$3,205,065 ","$3,275,878 ","$22,652,259 ","$5,733,668 ","$6,298,617 ","$1,577,092 "
University of California-Los Angeles,110662,2013,Football Bowl Subdivision,Pacific-12 Conference,"$97,621,515 ",$0 ,"$12,794,946 ","$551,413 ","$1,699,690 ","$1,365,425 ","$14,415,303 ","$12,318,224 ","$18,353,982 ","$22,638,714 ","$13,483,818 ","$97,621,515 ","$10,357,895 ","$11,494,720 ","$16,792,430 ","$585,676 ","$26,319,433 ","$29,015,226 ","$69,791 ","$2,986,343 ","$3,056,133 ","$23,437,262 ","$6,196,463 ","$129,782,456 ","$2,611,014 "
University of California-Los Angeles,110662,2014,Football Bowl Subdivision,Pacific-12 Conference,"$98,924,744 ",$0 ,"$12,380,978 ","$462,652 ","$1,992,762 ","$1,496,108 ","$14,926,546 ","$13,810,321 ","$21,478,103 ","$18,483,612 ","$13,893,662 ","$98,924,744 ","$13,624,291 ","$13,337,344 ","$18,576,041 ","$598,057 ","$29,302,871 ","$20,382,798 ","$68,676 ","$3,034,666 ","$3,103,342 ","$27,576,129 ","$8,252,888 ","$122,529,331 ","$3,319,933 "
University of California-Los Angeles,110662,2015,Football Bowl Subdivision,Pacific-12 Conference,"$110,795,650 ",$0 ,"$17,810,297 ","$488,699 ","$1,107,525 ","$1,439,722 ","$17,278,705 ","$15,336,679 ","$22,877,608 ","$20,059,383 ","$14,397,033 ","$110,795,650 ","$7,775,724 ","$13,016,351 ","$19,263,369 ","$2,994,398 ","$34,792,417 ","$29,902,611 ","$68,595 ","$2,982,185 ","$3,050,780 ","$30,706,350 ","$8,564,663 ","$118,011,309 ","$3,047,380 "
University of California-Los Angeles,110662,2016,Football Bowl Subdivision,Pacific-12 Conference,"$111,673,590 ",$0 ,"$16,662,783 ","$1,046,017 ","$1,437,792 ","$1,362,821 ","$16,856,210 ","$15,737,228 ","$23,986,567 ","$19,353,583 ","$15,230,589 ","$111,673,590 ","$12,964,124 ","$19,380,059 ","$17,492,766 ","$948,821 ","$37,155,467 ","$20,730,819 ","$67,740 ","$2,933,794 ","$3,001,534 ","$30,185,109 ","$9,324,346 ","$113,384,650 ","$3,362,975 "
University of California-Los Angeles,110662,2017,Football Bowl Subdivision,Pacific-12 Conference,"$115,085,778 ",$0 ,"$16,859,921 ","$1,077,779 ","$1,112,093 ","$1,579,275 ","$16,519,472 ","$16,671,208 ","$25,175,058 ","$20,791,613 ","$15,299,359 ","$115,085,778 ","$7,919,040 ","$17,658,745 ","$20,650,473 ","$1,449,746 ","$40,376,644 ","$24,037,412 ","$66,328 ","$2,927,390 ","$2,993,717 ","$30,202,032 ","$10,011,975 ","$107,959,008 ","$3,392,942 "
University of California-Los Angeles,110662,2018,Football Bowl Subdivision,Pacific-12 Conference,"$141,319,862 ",$0 ,"$20,849,915 ","$1,069,283 ","$1,722,248 ","$1,748,326 ","$18,257,679 ","$19,768,621 ","$25,209,407 ","$37,008,379 ","$15,686,006 ","$141,319,862 ","$15,845,605 ","$42,861,771 ","$20,494,987 ","$1,278,600 ","$38,564,946 ","$19,459,474 ","$64,746 ","$2,749,731 ","$2,814,477 ","$40,684,876 ",,"$99,967,121 ","$3,320,716 "
University of California-Los Angeles,110662,2019,Football Bowl Subdivision,Pacific-12 Conference,"$134,966,005 ",$0 ,"$20,692,833 ","$1,153,716 ","$1,959,953 ","$1,841,702 ","$18,118,093 ","$18,555,769 ","$27,287,976 ","$28,584,021 ","$16,771,941 ","$114,906,354 ","$8,764,199 ","$25,221,985 ","$19,165,696 ","$972,659 ","$37,981,533 ","$20,068,707 ","$63,594 ","$2,667,981 ","$2,731,575 ","$37,587,127 ","$9,279,975 ","$95,281,521 ","$3,205,275 "
University of California-Los Angeles,110662,2020,Football Bowl Subdivision,Pacific-12 Conference,"$125,000,387 ",$0 ,"$18,228,893 ","$1,050,757 ","$1,735,892 ","$1,391,827 ","$15,496,310 ","$18,808,958 ","$26,482,692 ","$25,282,297 ","$16,522,760 ","$102,263,260 ","$7,809,081 ","$25,324,302 ","$13,351,532 ","$859,836 ","$36,812,464 ","$15,407,755 ","$62,819 ","$2,635,471 ","$2,698,289 ","$33,829,457 ","$9,790,332 ","$91,206,403 ","$3,978,931 "
University of California-Los Angeles,110662,2021,Football Bowl Subdivision,Pacific-12 Conference,"$110,128,961 ",$0 ,"$10,298,744 ","$1,311,829 ","$235,000 ","$263,312 ","$8,023,720 ","$25,232,357 ","$26,662,653 ","$22,400,036 ","$15,701,310 ","$47,652,914 ","$3,280,793 ","$8,060,041 ","$8,533,550 ","$227,500 ","$24,973,817 ",$0 ,"$60,000 ","$2,517,213 ","$2,577,213 ","$25,941,456 ","$11,224,172 ","$128,210,199 ","$9,036,398 "
University of Central Florida,132903,2005,Football Bowl Subdivision,Mid-American Conference,"$28,764,347 ",$0 ,"$4,447,500 ","$570,452 ","$350,508 ","$571,050 ","$2,562,294 ","$2,944,680 ","$5,858,927 ","$5,484,099 ","$5,974,838 ","$30,649,386 ","$1,998,114 ","$853,840 ","$4,658,305 ","$1,093,958 ","$1,130,386 ","$1,827,667 ","$2,530,682 ","$16,556,434 ","$19,087,116 ","$7,275,096 ","$2,935,326 ","$227,657,701 ","$3,017,697 "
University of Central Florida,132903,2006,Football Bowl Subdivision,Conference USA,"$33,795,747 ",$0 ,"$6,604,245 ","$663,265 ","$417,951 ","$555,561 ","$3,569,421 ","$3,383,667 ","$5,563,939 ","$6,081,147 ","$6,956,551 ","$30,728,330 ","$840,746 ","$679,885 ","$3,267,963 ","$1,255,439 ","$3,809,018 ","$1,417,608 ","$2,471,754 ","$16,985,916 ","$19,457,671 ","$9,787,699 ","$2,573,051 ",,"$254,045 "
University of Central Florida,132903,2007,Football Bowl Subdivision,Conference USA,"$38,702,909 ",$0 ,"$7,197,277 ","$526,907 ","$1,072,633 ","$821,085 ","$4,504,742 ","$3,695,068 ","$5,903,985 ","$6,992,245 ","$7,988,965 ","$34,057,793 ","$537,647 ","$1,044,239 ","$3,822,994 ","$918,731 ","$3,377,649 ","$4,461,941 ","$2,737,326 ","$17,157,267 ","$19,894,592 ","$9,693,081 ","$2,802,396 ","$233,499,757 ","$13,310,276 "
University of Central Florida,132903,2008,Football Bowl Subdivision,Conference USA,"$48,864,029 ",$0 ,"$6,664,795 ","$611,559 ","$758,429 ","$621,712 ","$4,256,362 ","$13,696,277 ","$7,452,427 ","$7,054,698 ","$7,747,769 ","$49,984,424 ","$2,056,591 ","$3,709,621 ","$8,126,891 ","$797,924 ","$4,161,861 ","$7,626,686 ","$5,119,854 ","$18,384,997 ","$23,504,850 ","$17,206,828 ","$3,948,182 ","$215,898,542 ","$10,706,011 "
University of Central Florida,132903,2009,Football Bowl Subdivision,Conference USA,"$47,689,747 ",$0 ,"$6,085,951 ","$641,593 ","$1,344,334 ","$614,678 ","$4,073,202 ","$11,689,894 ","$7,556,131 ","$8,121,315 ","$7,562,651 ","$47,456,829 ","$1,737,997 ","$3,654,025 ","$6,578,516 ","$1,218,370 ","$3,623,623 ","$7,712,212 ","$3,210,660 ","$19,721,425 ","$22,932,086 ","$16,697,562 ","$3,651,538 ","$207,909,926 ","$13,017,685 "
University of Central Florida,132903,2010,Football Bowl Subdivision,Conference USA,"$48,812,855 ",$0 ,"$5,427,711 ","$770,129 ","$1,342,230 ","$696,693 ","$4,433,531 ","$12,677,948 ","$8,148,073 ","$7,657,404 ","$7,659,135 ","$49,785,593 ","$1,771,209 ","$4,071,577 ","$6,596,316 ","$569,469 ","$4,146,868 ","$7,397,675 ","$3,526,946 ","$21,705,533 ","$25,232,479 ","$18,985,461 ","$3,909,096 ","$96,146,144 ","$5,665,935 "
University of Central Florida,132903,2011,Football Bowl Subdivision,Conference USA,"$51,565,831 ",$0 ,"$5,403,754 ","$786,315 ","$1,124,142 ","$835,176 ","$6,502,897 ","$12,848,936 ","$8,891,065 ","$7,245,772 ","$7,927,775 ","$51,513,432 ","$1,548,111 ","$4,438,042 ","$7,674,223 ","$799,578 ","$4,609,620 ","$6,225,270 ","$3,548,761 ","$22,669,826 ","$26,218,588 ","$20,092,248 ","$4,173,791 ","$90,839,976 ","$5,914,045 "
University of Central Florida,132903,2012,Football Bowl Subdivision,Conference USA,"$47,219,914 ",$0 ,"$4,635,972 ","$805,864 ","$1,132,751 ","$703,500 ","$4,895,303 ","$11,052,102 ","$8,829,271 ","$7,275,099 ","$7,890,053 ","$48,381,547 ","$1,255,914 ","$4,174,652 ","$5,561,660 ","$2,283,908 ","$3,425,088 ","$5,228,884 ","$3,273,552 ","$23,177,889 ","$26,451,441 ","$16,100,725 ","$3,971,544 ","$87,199,420 ","$19,346,759 "
University of Central Florida,132903,2013,Football Bowl Subdivision,Conference USA,"$48,831,384 ",$0 ,"$5,609,413 ","$387,954 ","$1,085,957 ","$725,368 ","$6,221,351 ","$10,081,654 ","$9,359,524 ","$7,425,712 ","$7,934,451 ","$47,948,776 ","$1,290,374 ","$4,372,025 ","$5,918,352 ","$1,320,642 ","$3,877,203 ","$4,582,337 ","$3,175,514 ","$23,412,330 ","$26,587,844 ","$17,582,418 ","$4,449,650 ","$83,633,557 ","$5,396,268 "
University of Central Florida,132903,2014,Football Bowl Subdivision,American Athletic Conference,"$51,881,818 ",$0 ,"$6,325,678 ","$546,612 ","$1,131,598 ","$628,918 ","$7,529,290 ","$9,762,558 ","$9,815,702 ","$8,038,210 ","$8,103,251 ","$56,960,423 ","$1,470,244 ","$4,507,716 ","$6,209,467 ","$661,281 ","$12,146,577 ","$5,818,678 ","$3,220,647 ","$22,925,812 ","$26,146,460 ","$19,566,767 ","$5,163,781 ","$80,024,267 ","$4,919,561 "
University of Central Florida,132903,2015,Football Bowl Subdivision,American Athletic Conference,"$54,473,039 ",$0 ,"$5,418,888 ","$652,662 ","$1,958,112 ","$802,050 ","$6,831,841 ","$12,018,140 ","$10,102,544 ","$8,628,885 ","$8,059,917 ","$58,826,686 ","$1,503,866 ","$4,747,028 ","$11,127,484 ","$3,436,589 ","$4,681,594 ","$5,009,385 ","$3,466,858 ","$24,853,883 ","$28,320,741 ","$24,619,340 ","$5,271,931 ","$82,607,202 ","$5,035,896 "
University of Central Florida,132903,2016,Football Bowl Subdivision,American Athletic Conference,"$67,039,875 ",$0 ,"$7,138,730 ","$597,295 ","$1,028,862 ","$782,384 ","$5,516,179 ","$19,942,302 ","$10,523,806 ","$11,494,997 ","$10,015,320 ","$67,039,875 ","$14,050,830 ","$4,835,539 ","$7,811,571 ","$687,905 ","$4,911,225 ","$4,442,076 ","$4,957,671 ","$25,343,057 ","$30,300,729 ","$28,275,186 ","$5,174,771 ","$71,384,526 ","$13,332,841 "
University of Central Florida,132903,2017,Football Bowl Subdivision,American Athletic Conference,"$62,267,518 ",$0 ,"$5,447,270 ","$657,763 ","$1,080,491 ","$874,551 ","$6,463,940 ","$15,276,163 ","$11,899,229 ","$9,964,969 ","$10,603,142 ","$62,267,518 ","$1,463,269 ","$5,424,362 ","$11,389,714 ","$1,882,599 ","$6,599,986 ","$4,928,423 ","$5,584,478 ","$24,994,688 ","$30,579,166 ","$19,981,950 ","$5,273,136 ","$67,379,229 ","$7,865,767 "
University of Central Florida,132903,2018,Football Bowl Subdivision,American Athletic Conference,"$65,953,632 ",$0 ,"$7,107,707 ","$657,030 ","$1,451,765 ","$774,569 ","$9,878,603 ","$13,329,981 ","$12,607,882 ","$10,608,055 ","$9,538,039 ","$66,869,882 ","$5,020,306 ","$5,065,232 ","$8,858,285 ","$215,820 ","$11,064,538 ","$6,135,550 ","$5,536,978 ","$24,973,172 ","$30,510,150 ","$28,937,112 ","$6,411,365 ","$83,073,608 ","$21,388,704 "
University of Central Florida,132903,2019,Football Bowl Subdivision,American Athletic Conference,"$71,984,188 ",$0 ,"$8,971,088 ","$665,582 ","$1,430,773 ","$944,590 ","$12,468,844 ","$13,098,631 ","$12,730,043 ","$11,552,953 ","$10,121,683 ","$73,261,938 ","$1,947,983 ","$8,909,860 ","$11,519,378 ","$229,467 ","$10,672,511 ","$6,342,661 ","$8,549,613 ","$25,090,463 ","$33,640,076 ","$28,745,046 ","$5,880,661 ","$58,575,410 ","$21,235,340 "
University of Central Florida,132903,2020,Football Bowl Subdivision,American Athletic Conference,"$67,244,250 ",$0 ,"$8,233,538 ","$850,668 ","$1,253,733 ","$662,197 ","$5,869,190 ","$13,510,985 ","$14,952,899 ","$11,858,999 ","$10,052,040 ","$72,100,305 ","$1,724,431 ","$10,446,765 ","$13,058,023 ","$502,550 ","$5,187,962 ","$5,564,225 ","$10,288,906 ","$25,327,443 ","$35,616,348 ","$25,499,730 ","$7,328,690 ","$63,805,569 ","$5,035,068 "
University of Central Florida,132903,2021,Football Bowl Subdivision,American Athletic Conference,"$60,848,697 ",$0 ,"$5,926,187 ","$847,029 ","$1,780 ","$249,527 ","$4,350,527 ","$12,147,833 ","$15,090,240 ","$12,482,147 ","$9,753,427 ","$68,253,692 ","$7,221,782 ","$7,739,979 ","$7,696,823 ","$265,000 ","$8,852,471 ","$2,044,048 ","$10,055,714 ","$24,377,875 ","$34,433,589 ","$23,728,305 ","$7,556,029 ","$57,520,171 ","$3,685,933 "
University of Cincinnati,201885,2005,Football Bowl Subdivision,Conference USA,"$35,031,303 ",$0 ,"$7,072,812 ","$671,764 ","$1,099,469 ","$547,111 ","$5,000,336 ","$904,332 ","$6,693,209 ","$5,174,199 ","$7,868,072 ","$29,310,098 ","$1,707,364 ","$1,387,514 ","$6,432,835 ","$1,710,111 ","$4,845,332 ","$5,397,403 ","$7,829,538 ",$0 ,"$7,829,538 ","$9,875,695 ","$2,584,203 ","$125,198,199 ","$2,775,029 "
University of Cincinnati,201885,2006,Football Bowl Subdivision,Big East Conference,"$38,809,375 ",$0 ,"$4,784,692 ","$868,870 ","$2,141,069 ","$679,965 ","$4,243,423 ","$1,485,171 ","$6,109,322 ","$10,423,245 ","$8,073,619 ","$29,705,496 ","$2,004,882 ","$1,490,473 ","$5,659,089 ","$1,778,314 ","$5,095,486 ","$5,983,612 ","$7,693,640 ",$0 ,"$7,693,640 ","$10,402,534 ","$2,711,621 ","$133,267,372 ","$2,764,922 "
University of Cincinnati,201885,2007,Football Bowl Subdivision,Big East Conference,"$44,658,816 ",$0 ,"$7,817,196 ","$887,020 ","$2,042,404 ","$702,831 ","$4,130,395 ","$7,609,296 ","$7,164,300 ","$5,508,625 ","$8,796,749 ","$37,109,803 ","$3,537,580 ","$1,480,912 ","$5,079,336 ","$1,598,324 ","$6,524,044 ","$5,326,139 ","$13,563,469 ",$0 ,"$13,563,469 ","$10,607,938 ","$3,047,270 ","$123,358,262 ","$8,725,984 "
University of Cincinnati,201885,2008,Football Bowl Subdivision,Big East Conference,"$45,773,280 ",$0 ,"$8,740,302 ","$959,327 ","$1,994,730 ","$645,314 ","$4,356,863 ","$7,203,087 ","$8,618,135 ","$4,863,554 ","$8,391,968 ","$40,628,095 ","$4,334,932 ","$1,468,780 ","$6,603,229 ","$1,320,853 ","$7,160,808 ","$6,273,580 ","$13,465,912 ",$0 ,"$13,465,912 ","$11,718,570 ","$3,998,450 ","$113,004,379 ","$11,213,723 "
University of Cincinnati,201885,2009,Football Bowl Subdivision,Big East Conference,"$56,560,203 ",$0 ,"$10,446,852 ","$799,481 ","$1,771,810 ","$541,271 ","$6,594,625 ","$10,392,244 ","$9,627,656 ","$7,718,335 ","$8,667,930 ","$55,480,075 ","$4,339,605 ","$9,865,680 ","$7,097,777 ","$1,962,956 ","$9,507,337 ","$6,615,087 ","$16,091,633 ",$0 ,"$16,091,633 ","$12,841,859 ","$4,778,528 ","$108,495,611 ","$9,687,559 "
University of Cincinnati,201885,2010,Football Bowl Subdivision,Big East Conference,"$54,029,077 ",$0 ,"$5,897,172 ","$1,019,517 ","$2,268,734 ","$676,764 ","$6,093,100 ","$10,796,246 ","$10,491,062 ","$8,238,149 ","$8,548,332 ","$50,850,973 ","$5,711,165 ","$1,828,858 ","$7,021,372 ","$1,066,828 ","$10,574,797 ","$7,924,829 ","$16,723,123 ",$0 ,"$16,723,123 ","$13,901,178 ","$5,172,476 ","$99,778,566 ","$11,799,107 "
University of Cincinnati,201885,2011,Football Bowl Subdivision,Big East Conference,"$52,629,145 ",$0 ,"$6,579,753 ","$785,904 ","$2,399,838 ","$726,874 ","$4,666,320 ","$11,227,776 ","$9,777,620 ","$7,843,249 ","$8,621,811 ","$51,467,916 ","$3,897,754 ","$2,218,743 ","$7,045,797 ","$1,050,329 ","$9,314,178 ","$10,222,507 ","$17,718,608 ",$0 ,"$17,718,608 ","$13,451,528 ","$4,476,800 ","$90,709,152 ","$10,300,849 "
University of Cincinnati,201885,2012,Football Bowl Subdivision,Big East Conference,"$58,855,162 ",$0 ,"$6,405,179 ","$360,852 ","$2,302,375 ","$789,616 ","$7,357,926 ","$13,750,787 ","$11,295,881 ","$7,833,226 ","$8,759,321 ","$57,703,376 ","$4,941,216 ","$3,530,788 ","$7,339,535 ","$1,887,163 ","$10,961,881 ","$9,557,558 ","$19,485,236 ",$0 ,"$19,485,236 ","$14,477,882 ","$5,049,411 ","$89,839,085 ","$11,960,291 "
University of Cincinnati,201885,2013,Football Bowl Subdivision,Big East Conference,"$69,255,479 ",$0 ,"$13,797,123 ","$540,397 ","$2,524,082 ","$861,074 ","$6,259,564 ","$15,014,035 ","$12,436,602 ","$8,332,336 ","$9,490,265 ","$72,018,520 ","$7,225,013 ","$5,369,677 ","$6,076,153 ","$4,703,063 ","$14,712,800 ","$8,627,091 ","$25,304,723 ",$0 ,"$25,304,723 ","$18,058,903 ","$5,961,809 ","$67,444,412 ","$21,830,480 "
University of Cincinnati,201885,2014,Football Bowl Subdivision,American Athletic Conference,"$63,449,979 ",$0 ,"$12,673,514 ","$568,840 ","$1,686,445 ","$1,019,265 ","$6,626,884 ","$11,048,343 ","$15,689,654 ","$7,275,929 ","$6,861,106 ","$67,646,824 ","$4,433,107 ","$5,557,412 ","$5,996,933 ","$810,867 ","$11,555,190 ","$8,253,420 ","$31,039,894 ",$0 ,"$31,039,894 ","$16,670,703 ","$8,168,227 ","$159,105,026 ","$12,008,078 "
University of Cincinnati,201885,2015,Football Bowl Subdivision,American Athletic Conference,"$59,125,952 ",$0 ,"$8,087,903 ","$661,485 ","$1,096,655 ","$992,203 ","$6,818,338 ","$11,180,233 ","$14,891,309 ","$8,204,914 ","$7,192,912 ","$60,062,063 ","$3,157,403 ","$5,793,359 ","$5,393,029 ","$451,584 ","$12,281,170 ","$6,482,519 ","$26,503,000 ",$0 ,"$26,503,000 ","$15,160,033 ","$6,579,464 ","$157,369,689 ","$9,368,945 "
University of Cincinnati,201885,2016,Football Bowl Subdivision,American Athletic Conference,"$65,456,984 ",$0 ,"$7,639,175 ","$715,071 ","$1,420,826 ","$1,029,186 ","$7,739,525 ","$15,111,758 ","$14,911,012 ","$9,128,269 ","$7,762,163 ","$66,681,644 ","$5,880,757 ","$7,417,087 ","$5,264,092 ","$405,781 ","$10,825,066 ","$8,785,456 ","$28,103,405 ",$0 ,"$28,103,405 ","$15,634,988 ","$6,525,346 ","$169,795,682 ","$11,172,663 "
University of Cincinnati,201885,2017,Football Bowl Subdivision,American Athletic Conference,"$69,427,660 ",$0 ,"$9,490,575 ","$567,579 ","$1,576,287 ","$1,001,574 ","$7,102,245 ","$14,427,862 ","$13,477,227 ","$11,489,653 ","$10,294,659 ","$66,834,142 ","$6,534,580 ","$7,414,008 ","$4,442,927 ","$395,313 ","$10,277,792 ","$8,203,424 ","$29,566,099 ",$0 ,"$29,566,099 ","$17,645,047 ","$5,806,030 ","$195,551,443 ","$10,960,640 "
University of Cincinnati,201885,2018,Football Bowl Subdivision,American Athletic Conference,"$69,877,606 ",$0 ,"$10,786,480 ","$522,496 ","$1,546,188 ","$924,663 ","$7,094,488 ","$15,624,920 ","$13,417,676 ","$9,266,546 ","$10,694,148 ","$66,665,827 ","$5,682,718 ","$6,960,107 ","$4,866,591 ","$1,361,412 ","$9,285,663 ","$6,957,741 ","$31,551,596 ",$0 ,"$31,551,596 ","$14,956,308 ","$5,633,696 ","$181,340,870 ","$10,359,384 "
University of Cincinnati,201885,2019,Football Bowl Subdivision,American Athletic Conference,"$70,835,244 ",$0 ,"$9,060,968 ","$623,600 ","$1,792,547 ","$1,087,748 ","$8,108,910 ","$16,367,864 ","$14,286,401 ","$9,051,222 ","$10,455,984 ","$72,969,179 ","$9,700,865 ","$8,826,356 ","$7,326,737 ","$461,160 ","$6,973,248 ","$8,199,368 ","$31,481,444 ",,"$31,481,444 ","$15,887,517 ","$6,612,236 ","$174,847,186 ","$10,368,952 "
University of Cincinnati,201885,2020,Football Bowl Subdivision,American Athletic Conference,"$77,522,538 ",$0 ,"$17,417,836 ","$610,574 ","$849,545 ","$605,456 ","$7,297,929 ","$17,913,210 ","$13,646,628 ","$8,877,678 ","$10,303,683 ","$85,543,838 ","$12,245,117 ","$7,662,970 ","$14,758,759 ","$1,262,134 ","$6,672,380 ","$8,423,946 ","$34,518,533 ",,"$34,518,533 ","$16,134,416 ","$6,972,466 ","$202,198,032 ","$12,453,822 "
University of Cincinnati,201885,2021,Football Bowl Subdivision,American Athletic Conference,"$62,550,722 ",$0 ,"$7,820,255 ","$640,585 ","$670,016 ","$279,484 ","$4,838,449 ","$17,176,410 ","$13,434,662 ","$7,700,837 ","$9,990,024 ","$62,138,296 ","$2,716,209 ","$9,612,750 ","$10,119,219 ","$8,000 ","$9,652,552 ","$643,689 ","$29,385,877 ",$0 ,"$29,385,877 ","$16,006,560 ","$7,528,239 ","$189,733,374 ","$12,568,000 "
University of Colorado Boulder,126614,2005,Football Bowl Subdivision,Big 12 Conference,"$50,803,443 ",$0 ,"$7,221,230 ","$700,850 ","$1,603,273 ","$778,511 ","$6,149,268 ","$11,349,182 ","$7,904,049 ","$7,393,858 ","$7,703,222 ","$49,744,876 ","$10,793,692 ","$4,156,872 ","$1,838,545 ","$333,003 ","$13,206,813 ","$15,027,841 ","$2,278,988 ","$2,109,120 ","$4,388,109 ","$15,172,893 ","$4,074,346 ","$65,159,982 ","$5,453,654 "
University of Colorado Boulder,126614,2006,Football Bowl Subdivision,Big 12 Conference,"$61,470,180 ",$0 ,"$9,497,543 ","$762,192 ","$1,509,484 ","$963,520 ","$6,432,024 ","$13,253,531 ","$8,588,143 ","$12,175,999 ","$8,287,745 ","$63,002,855 ","$3,536,372 ","$4,019,942 ","$10,887,354 ","$530,940 ","$13,287,056 ","$15,480,462 ","$13,245,189 ","$2,015,540 ","$15,260,728 ","$21,428,607 ","$4,248,331 ","$61,166,725 ","$5,258,334 "
University of Colorado Boulder,126614,2007,Football Bowl Subdivision,Big 12 Conference,"$51,887,272 ",$0 ,"$6,909,763 ","$543,633 ","$1,174,878 ","$1,210,025 ","$5,561,119 ","$11,837,975 ","$8,530,348 ","$8,089,364 ","$8,030,168 ","$55,352,116 ","$3,412,149 ","$4,248,116 ","$13,865,027 ","$1,046,020 ","$10,160,851 ","$14,432,773 ","$6,215,010 ","$1,972,169 ","$8,187,179 ","$14,963,341 ","$4,102,913 ","$56,911,206 ","$5,120,545 "
University of Colorado Boulder,126614,2008,Football Bowl Subdivision,Big 12 Conference,"$60,874,101 ",$0 ,"$8,322,693 ","$466,097 ","$1,139,621 ","$1,267,517 ","$7,468,312 ","$14,691,877 ","$9,606,237 ","$9,918,139 ","$7,993,607 ","$66,240,127 ","$4,223,840 ","$4,411,004 ","$15,951,630 ","$917,497 ","$12,237,197 ","$18,636,220 ","$7,954,066 ","$1,908,673 ","$9,862,739 ","$17,799,400 ","$4,650,535 ","$53,098,509 ","$5,223,803 "
University of Colorado Boulder,126614,2009,Football Bowl Subdivision,Big 12 Conference,"$60,888,042 ",$0 ,"$8,608,803 ","$726,689 ","$1,561,393 ","$1,396,058 ","$6,490,902 ","$12,991,726 ","$9,602,590 ","$11,360,471 ","$8,149,409 ","$62,975,063 ","$4,140,277 ","$5,222,649 ","$12,982,225 ","$760,353 ","$12,699,894 ","$17,930,789 ","$7,274,757 ","$1,964,118 ","$9,238,875 ","$16,470,144 ","$4,602,476 ","$51,157,735 ","$4,657,349 "
