FBSConference,Year,Unnamed: 0,IPEDSID,TotalExpenses,ExcessTransfersBack,OtherExpenses,Medical,CompetitionGuarantees,Recruiting,GameExpensesandTravel,FacilitiesandEquipment,CoachesCompensation,SupportandAdminCompensationw/Severance,AthleticStudentAid,TotalRevenues,OtherRevenue,"CorporateSponsorship,Advertising,Licensing",DonorContributions,CompetitionGuarantees.1,"NCAA/ConferenceDistributions,MediaRights,andPost-SeasonFootball",TicketSales,Institutional/GovernmentSupport,StudentFees,TotalInstitutional/GovernmentSupportandStudentFees,TotalFootballSpending,TotalFootballCoachingSalaries,AthleticsRelatedDebt,"AnnualDebtService,LeasesandRentalFeesonAthleticFacilities",Rev/Exp,RevMinExp
Pacific-12 Conference,2018,1194.5,167998.5,114099556.0,0.0,13016443.8,1515497.9,1809728.5,1672297.7,12011478.8,26584482.5,20934813.3,22955810.7,13599003.4,109202096.2,8794516.5,16524670.9,20726311.5,455778.8,36481890.7,17632192.6,5731614.0,2855121.0,8586734.9,34363726.5,9381454.777777778,191517626.2,11027883.6,0.9570773106251176,-4897459.799999997
Pacific-12 Conference,2019,1195.5,167998.5,113014895.7,0.0,13182661.6,1514004.9,1927705.5,1840972.8,12668562.6,25022173.6,21331219.7,21610900.7,13916694.0,109404129.8,7813123.4,14542191.6,21425113.2,991108.1,37436570.9,17595952.1,6740284.7,3574732.125,9600070.3,32255093.0,9194052.4,184101943.1,10711144.1,0.9680505310593318,-3610765.900000006
Pacific-12 Conference,2020,1196.5,167998.5,107917826.7,0.0,11821094.6,1416253.7,1801732.4,1354414.5,11032848.1,23851003.8,21650823.5,21283859.4,13705796.5,133685284.0,7459111.0,15243924.8,45582691.5,764887.0,37164901.8,17068188.1,7409179.5,3740500.375,10401579.6,32618104.8,9639020.7,178712348.2,9823373.777777778,1.2387692384839324,25767457.299999997
Pacific-12 Conference,2021,1197.5,167998.5,86346218.7,0.0,7759452.8,1804483.6,266770.6,462846.7,5399182.2,17723896.3,21276555.0,18265230.6,13387800.9,74558276.8,5417074.3,9504117.5,17996092.2,35290.0,21995731.8,155856.2,16665667.4,2788447.4,19454114.8,22298187.5,9509575.3,188460948.3,8229618.4,0.8634805081510766,-11787941.900000006
Southeastern Conference,2005,939.6363636363636,153735.45454545456,71400924.81818181,0.0,10459754.454545455,880291.8181818182,3000736.090909091,1346109.8181818181,7726793.545454546,15121954.181818182,11828569.181818182,12939133.636363637,8097582.181818182,75784639.27272727,6995366.181818182,4005878.4545454546,20572182.272727273,1459961.9090909092,16619079.727272727,22745996.181818184,1513307.1818181819,1872867.5454545454,3386174.727272727,16885665.363636363,4671395.636363637,78249019.2,7363759.6,1.0613957657510504,4383714.454545453
Southeastern Conference,2006,940.6363636363636,153735.45454545456,75169605.81818181,0.0,11459562.363636363,1049163.8181818181,2919749.272727273,1455130.7272727273,8097466.7272727275,17072164.545454547,12116076.0,12609052.636363637,8391239.545454545,79613516.0909091,7948825.454545454,3763634.8181818184,22392979.545454547,1435330.5454545454,18646316.90909091,22201696.636363637,1212023.2727272727,2012708.6363636365,3224731.8181818184,17828691.636363637,4556871.545454546,96947353.2,6029135.333333333,1.0591184458712752,4443910.272727281
Southeastern Conference,2007,941.6363636363636,153735.45454545456,84616067.9090909,0.0,13640655.181818182,1040854.5454545454,2778647.727272727,1475011.3636363635,8852437.727272727,19971507.727272727,13969426.181818182,14016371.818181818,8871155.818181818,92433116.72727273,10170500.727272727,5543248.363636363,25530226.90909091,458767.0909090909,19993406.90909091,26362913.181818184,1723507.0909090908,2650546.6363636362,4374053.7272727275,21251799.636363637,5341662.818181818,107335610.57142857,6346928.142857143,1.0923825581989965,7817048.818181828
Southeastern Conference,2008,942.6363636363636,153735.45454545456,92797811.45454545,0.0,17883188.90909091,1100523.1818181819,2573665.272727273,1477194.6363636365,9111139.818181818,21690495.636363637,14800251.363636363,14931396.272727273,9229956.090909092,98593613.72727273,11725785.363636363,5430523.909090909,27245269.272727273,646099.3636363636,20069249.727272727,28036183.545454547,3102544.3636363638,2337957.8181818184,5440502.454545454,21561983.272727273,6077379.818181818,106304933.2,7870178.0,1.0624562388043624,5795802.272727281
Southeastern Conference,2009,943.6363636363636,153735.45454545456,96939890.45454545,0.0,14142087.727272727,1217891.7272727273,2783762.909090909,1609532.1818181819,9931916.727272727,22964259.09090909,16020669.727272727,18377772.272727273,9891998.181818182,99134526.45454545,7802232.181818182,5669276.7272727275,28025536.727272727,603395.1818181818,22564344.0,29514337.09090909,2560472.3636363638,2394932.6363636362,4955405.0,25593950.636363637,6930393.090909091,116866581.81818181,9136957.181818182,1.022639142562566,2194636.0
Southeastern Conference,2010,944.6363636363636,153735.45454545456,101451840.45454545,0.0,16586970.363636363,1322482.1818181819,2654003.727272727,1643170.4545454546,10534121.090909092,23276822.0,17742912.90909091,17132512.727272727,10558845.0,110515037.45454545,10348269.363636363,5665516.7272727275,28470215.636363637,551156.7272727273,30470328.636363637,30010012.363636363,2663753.3636363638,2335784.4545454546,4999537.909090909,25813238.818181816,7868000.181818182,125223856.63636364,11112721.272727273,1.0893349687831506,9063197.0
Southeastern Conference,2011,945.6363636363636,153735.45454545456,101224245.27272727,0.0,13221733.454545455,1315324.0,2860209.3636363638,1684336.9090909092,11040404.818181818,23428954.272727273,18784867.90909091,18181881.727272727,10706533.0,112205023.36363636,9720325.090909092,5995008.545454546,30329958.727272727,400939.8181818182,31572308.545454547,30736264.545454547,1262151.5454545454,2188066.727272727,3450218.272727273,27628511.636363637,8666312.0,127740726.81818181,12107732.818181818,1.1084797230280523,10980778.090909094
Southeastern Conference,2012,946.6363636363636,153735.45454545456,104483841.36363636,0.0,13994177.272727273,1515194.0909090908,3261450.1818181816,1824144.7272727273,11167170.909090908,23602493.90909091,19066848.272727273,19015958.90909091,11036403.090909092,113557329.0,8143695.818181818,6702320.363636363,31913019.545454547,724816.5454545454,31989630.818181816,30912405.09090909,1191077.0909090908,1980363.8181818181,3171440.8181818184,27418338.727272727,8199246.818181818,123962617.72727273,9852210.636363637,1.0868410609520478,9073487.63636364
Southeastern Conference,2013,971.7692307692307,161400.6923076923,107183479.84615384,0.0,15587070.923076924,1381935.7692307692,3348668.769230769,1861696.923076923,11394164.615384616,22331224.0,19479475.923076924,20585901.46153846,11213341.384615384,116051045.15384616,10398829.307692308,7418152.538461538,29559782.923076924,537826.3846153846,31573722.384615384,32574551.53846154,2259211.846153846,1728968.1538461538,3988180.0,30163629.615384616,8667657.923076924,112515293.61538461,10514178.846153846,1.0827325752104746,8867565.30769232
Southeastern Conference,2014,972.7692307692307,161400.6923076923,111519715.23076923,0.0,16852107.46153846,1467371.0,3257971.6923076925,1941573.4615384615,12441321.923076924,22728278.46153846,20647612.384615384,20318947.307692308,11864531.538461538,120593531.3076923,11913530.923076924,8110433.461538462,33400389.769230768,708156.7692307692,31343585.230769232,31865177.230769232,1569364.076923077,1682894.1538461538,3252258.076923077,32545747.307692308,9265884.307692308,147992761.23076922,10608637.076923076,1.0813651295481386,9073816.076923072
Southeastern Conference,2015,973.7692307692307,161400.6923076923,121307000.92307693,569148.5384615385,14995796.846153846,1540660.8461538462,3358659.4615384615,2034302.8461538462,12799788.538461538,27742732.230769232,23064296.923076924,22422193.076923076,12779421.23076923,140067755.76923078,9742403.692307692,9700227.923076924,40548055.538461536,840440.6153846154,42650503.07692308,35071718.84615385,533985.5384615385,980420.6923076923,1514406.2307692308,33968506.23076923,10888261.923076924,142169634.69230768,9926504.76923077,1.1546551699687178,18760754.846153855
Southeastern Conference,2016,974.7692307692307,161400.6923076923,134153079.84615384,1893775.1538461538,15479278.923076924,1594203.3846153845,3770680.076923077,2336410.076923077,15506887.615384616,31793197.923076924,23812802.230769232,23752092.769230768,14213751.307692308,150075371.84615386,10021308.76923077,10075192.384615384,38295796.07692308,1722684.0,52610284.692307696,35913145.307692304,555902.1538461539,881058.0,1436960.076923077,37926084.461538464,11291410.615384616,159636029.84615386,12991092.384615384,1.1186874875944677,15922292.000000015
Southeastern Conference,2017,975.7692307692307,161400.6923076923,139874038.07692307,2041403.0,15231389.076923076,1711135.1538461538,3562794.5384615385,2433854.769230769,16362148.384615384,34118367.692307696,24945697.384615384,24696120.846153848,14771127.384615384,157005926.07692307,10466807.538461538,11023327.923076924,42288601.0,1771781.0,55394116.07692308,34767599.692307696,543789.1538461539,749903.6153846154,1293692.7692307692,39449167.0,11566342.461538462,167821841.69230768,13095766.153846154,1.1224808280045393,17131888.0
Southeastern Conference,2018,976.7692307692307,161400.6923076923,146645602.6153846,1418695.923076923,16519351.076923076,1731030.0,3486211.0,2703550.076923077,16668166.615384616,33633659.538461536,26581729.53846154,29180723.615384616,14722484.692307692,156954741.15384614,10857584.615384616,10832683.384615384,42585655.461538464,1980174.0,54914558.84615385,34288994.0,602227.3076923077,892863.2307692308,1495090.5384615385,43604208.384615384,12717995.153846154,164214735.30769232,13360492.923076924,1.0702996772804696,10309138.538461536
Southeastern Conference,2019,977.7692307692307,161400.6923076923,148669676.3846154,1871053.6666666667,17532228.46153846,1618728.923076923,3922647.0,3059445.846153846,17021309.846153848,33810493.07692308,28021109.0,26754341.230769232,15202246.153846154,156583429.30769232,12463857.153846154,11856624.23076923,37860989.07692308,1922491.5833333333,56422644.461538464,34753724.92307692,837899.0,1886945.0,1886276.1,43443644.76923077,13513550.076923076,158375657.46153846,14221689.384615384,1.0532304442676237,7913752.923076928
Southeastern Conference,2020,978.7692307692307,161400.6923076923,144746267.23076922,1747650.8333333333,15427625.0,1612260.3846153845,4052374.6923076925,2305239.230769231,14202379.23076923,34005996.307692304,29136109.076923076,27944559.923076924,14446507.307692308,152480126.53846154,12406408.384615384,9998497.0,35467207.615384616,1786596.7272727273,57325308.92307692,33918896.92307692,1368594.2222222222,1959931.8333333333,2407693.9,43450595.23076923,14606398.23076923,159311770.53846154,21018516.0,1.053430457694375,7733859.307692319
Southeastern Conference,2021,979.7692307692307,161400.6923076923,126124250.61538461,457993.3076923077,11998325.615384616,3220567.923076923,424649.92307692306,506039.92307692306,10656390.692307692,29816792.153846152,26934553.307692308,28465760.230769232,13643177.538461538,135978872.76923078,8136143.461538462,9037106.461538462,22934304.923076924,87794.30769230769,82818755.92307693,7993682.230769231,4063871.923076923,907213.5384615385,4971085.461538462,36829619.92307692,13375728.153846154,150730989.0,13267445.23076923,1.0781342375139085,9854622.153846174
Sun Belt Conference,2005,760.75,155661.375,16157142.5,0.0,1661984.125,358264.125,442286.625,274483.25,2199483.625,1684193.125,2954683.375,2266863.0,4314901.875,15326991.0,456547.375,489414.75,1757001.75,1390858.5,897918.25,776391.25,4739347.375,4819511.75,9558859.25,4729572.875,1215387.0,6956354.285714285,365260.0,0.9486201535946099,-830151.5
Sun Belt Conference,2006,761.75,155661.375,16897163.5,0.0,1786473.75,356224.25,578629.125,300232.625,2121667.0,2102691.0,3184670.125,2260156.75,4206419.625,15863391.125,645145.625,533855.25,1208706.625,1684387.25,893074.0,966666.5,4667220.25,5264335.875,9931555.875,4989745.25,1390911.5714285714,7104361.0,590812.0,0.9388197684777093,-1033772.375
Sun Belt Conference,2007,762.75,155661.375,18341879.375,0.0,1869628.875,367747.25,619860.5,319742.75,2450179.875,2382084.375,3320159.0,2614574.5,4397902.625,17199243.25,653742.875,422416.75,1387962.5,2167780.375,1017304.875,944344.875,5258565.75,5347125.125,10605690.75,5596600.625,1345366.125,11967046.6,679740.8,0.9377034325851356,-1142636.125
Sun Belt Conference,2008,887.0,155915.77777777778,18990121.333333332,0.0,1882614.5555555555,383395.22222222225,570901.1111111111,367392.77777777775,2519899.3333333335,2676172.3333333335,3481718.888888889,2557302.4444444445,4550724.777777778,18220520.222222224,714585.5555555555,476899.8888888889,1410039.7777777778,1975234.3333333333,972491.8888888889,1132716.3333333333,5880086.666666667,5658465.444444444,11538552.222222222,5258771.375,1405617.5714285714,2274200.6666666665,240063.0,0.9594736074824215,-769601.1111111082
Sun Belt Conference,2009,888.0,155915.77777777778,20390999.444444444,0.0,1959746.111111111,431988.1111111111,554706.8888888889,376842.55555555556,2784642.0,3115056.6666666665,3592612.777777778,2719549.5555555555,4855854.333333333,19257808.888888888,584779.7777777778,499832.0,1333798.888888889,2325905.111111111,1064085.0,1181878.0,6044641.666666667,6222888.333333333,12267530.0,5954351.333333333,1426893.111111111,21613115.333333332,1301961.857142857,0.9444269243082984,-1133190.555555556
Sun Belt Conference,2010,889.0,155915.77777777778,20854858.555555556,0.0,1841691.6666666667,418923.77777777775,613328.8888888889,360775.22222222225,2767745.222222222,2785996.5555555555,3933991.777777778,2807769.4444444445,5324635.888888889,19444942.888888888,596545.2222222222,539508.6666666666,1334233.0,2251021.888888889,1209167.5555555555,1196679.7777777778,5867910.777777778,6449875.888888889,12317786.777777778,6077509.666666667,1535879.3333333333,23780021.285714287,1543636.625,0.9323938993443291,-1409915.666666668
Sun Belt Conference,2011,890.0,155915.77777777778,21359274.555555556,0.0,1798854.3333333333,433887.6666666667,589655.2222222222,398479.0,2797698.777777778,3146446.0,4109503.3333333335,2822931.888888889,5261818.444444444,21118905.666666668,687763.6666666666,598850.5555555555,1999353.7777777778,2375807.5555555555,1260369.5555555555,1203487.5555555555,6132978.0,6860295.222222222,12993272.888888888,6429074.555555556,1745194.7777777778,17745518.555555556,1313653.4444444445,0.9887463926612448,-240368.88888888806
Sun Belt Conference,2012,891.0,155915.77777777778,24433876.555555556,0.0,1984094.5555555555,458102.8888888889,752923.8888888889,418136.1111111111,3069373.4444444445,4510042.666666667,4359951.777777778,3260953.111111111,5620298.333333333,23651463.0,877203.2222222222,730204.7777777778,2145429.3333333335,2115102.222222222,1230057.111111111,1588635.0,7268604.888888889,7696226.888888889,14964831.777777778,8169186.444444444,1899460.0,33587724.88888889,2108829.4444444445,0.9679783290311477,-782413.555555556
Sun Belt Conference,2013,949.1818181818181,157617.72727272726,26399410.818181816,0.0,2473389.4545454546,433637.9090909091,706349.0909090909,468056.36363636365,3067941.3636363638,5268668.545454546,4722014.454545454,3405407.5454545454,5853945.909090909,27040738.90909091,997775.6363636364,761326.7272727273,2766474.5454545454,2006301.4545454546,1368747.8181818181,1487616.4545454546,8904718.818181818,8747777.545454545,17652496.363636363,8382509.909090909,1993514.0,46452753.18181818,2376181.909090909,1.0242932728812038,641328.0909090936
Sun Belt Conference,2014,1024.75,144740.125,26498115.875,0.0,2589913.375,434862.75,788097.75,485718.125,3269082.375,4426101.5,4914511.5,3502668.625,6087160.25,26940832.375,1183615.625,786532.125,2813345.25,2059909.25,1798131.125,1586001.875,9219752.0,7493545.125,16713297.0,8064765.25,2076651.875,33246450.75,1980123.875,1.0167074709042874,442716.5
Sun Belt Conference,2015,718.9,152580.0,29315093.0,0.0,3660613.5,461834.9,557465.3,446106.6,3435916.2,5558448.9,5139699.1,3828333.3,6226675.8,29964817.9,1173111.6,1008987.7,3155362.3,2145355.0,2219683.1,1399885.4,10250715.0,8611717.5,18862432.5,8777764.0,2193317.0,28350526.5,1698664.4,1.0221634944156581,649724.8999999985
Sun Belt Conference,2016,719.9,152580.0,32086820.3,0.0,4981069.8,458444.3,503480.2,454193.7,3650250.5,6047330.3,5402097.6,3921825.8,6668128.3,32645406.6,2957471.4,932047.9,2785369.4,1922373.3,2617057.5,1384983.2,11378800.5,8667303.4,20046104.0,9099428.5,2340226.9,29403849.1,1967451.6,1.0174085900309666,558586.3000000007
Sun Belt Conference,2017,671.9090909090909,158593.0909090909,32869803.636363637,0.0,3943073.5454545454,435176.9090909091,558501.0909090909,453458.45454545453,3651867.5454545454,7064452.7272727275,6105298.2727272725,3515013.3636363638,7142961.363636363,33869552.09090909,1403826.4545454546,1173405.1818181819,3365218.0,2139769.1818181816,3353454.6363636362,1498907.6363636365,12616817.363636363,8318153.7272727275,20934971.0,9910398.272727273,2539169.090909091,22704488.636363637,1722035.3636363635,1.0304154069676108,999748.4545454569
Sun Belt Conference,2018,672.9090909090909,158593.0909090909,33935606.81818182,0.0,4021475.5454545454,436339.45454545453,420946.45454545453,474575.0909090909,3542592.727272727,7423877.363636363,6001203.181818182,4394075.090909091,7220521.909090909,34888483.45454545,1768974.0,1258104.5454545454,4142744.1818181816,2090703.3636363635,2593596.272727273,1474579.0,13233560.272727273,8326221.454545454,21559782.0,10347722.0,2669533.909090909,25931654.90909091,2028885.1818181819,1.0280789626503188,952876.636363633
Sun Belt Conference,2019,673.9090909090909,158593.0909090909,35120725.27272727,0.0,3846961.6363636362,431633.2727272727,579854.7272727273,522275.63636363635,3775849.1818181816,7708271.818181818,6250355.181818182,4544213.090909091,7442669.636363637,34329280.27272727,1473066.1818181819,1349333.1818181819,3328919.8181818184,1923760.1818181819,2778611.8181818184,1447842.0,13829752.909090908,8197994.090909091,22027746.90909091,10420098.909090908,2758675.4545454546,43015797.333333336,2962956.222222222,0.977465015490025,-791445.0
Sun Belt Conference,2020,674.9090909090909,158593.0909090909,33365899.363636363,0.0,3005749.909090909,521587.7272727273,520060.36363636365,391199.7272727273,3211725.727272727,7538234.454545454,6112766.363636363,4750081.636363637,7314493.636363637,32437248.545454547,1281391.6363636365,1251642.0,2889411.5454545454,1793763.8181818181,1986465.8181818181,1334977.1818181819,14201190.272727273,7698405.7272727275,21899596.09090909,10045275.181818182,2599287.090909091,40820308.333333336,3798921.111111111,0.9721676671124321,-928650.8181818165
Sun Belt Conference,2021,675.9090909090909,158593.0909090909,30593184.636363637,0.0,2304183.1818181816,726795.4545454546,211486.72727272726,134833.9090909091,2657842.0,6895261.454545454,6360136.7272727275,4297528.909090909,7005116.2727272725,30095049.545454547,682873.4545454546,1084573.7272727273,2751375.272727273,366903.45454545453,2639055.3636363638,564656.2727272727,14294593.090909092,7711018.909090909,22005612.0,9461217.636363637,2975606.090909091,30000791.636363637,2797102.909090909,0.9837174489406704,-498135.0909090899
Western Athletic Conference,2005,802.7777777777778,167387.88888888888,23846028.777777776,0.0,2723643.111111111,430421.8888888889,605340.6666666666,402921.0,3331760.4444444445,3341017.4444444445,4894953.111111111,3746805.888888889,4369165.555555556,23352615.444444444,1000250.6666666666,1455868.0,3887104.777777778,995061.7777777778,2333581.6666666665,4311226.888888889,7685850.111111111,1683671.111111111,9369521.444444444,6540536.888888889,2012187.0,21530747.625,1028257.25,0.9793083645947309,-493413.3333333321
Western Athletic Conference,2006,795.75,159711.875,25582259.0,0.0,3034368.75,382507.75,572376.25,411379.5,3544742.625,3948367.25,5106658.625,4088658.625,4493200.0,27581653.25,1175496.125,1601548.875,5106537.875,859747.125,2418337.375,4645856.25,9820057.625,1954072.125,11774129.5,6541704.142857143,2026981.25,29847663.2,1271879.2,1.078155500262897,1999394.25
Western Athletic Conference,2007,796.75,159711.875,27349984.875,0.0,3643628.5,336864.25,658768.0,420795.5,3873104.125,3934225.25,5495819.875,4082031.875,4904747.625,26879592.0,1504790.125,1566854.0,3389878.625,1153970.375,3304304.125,5048699.625,8952301.75,1958793.875,10911095.75,7397180.25,2228313.75,33500283.0,1189848.0,0.9828009822619692,-470392.875
Western Athletic Conference,2008,797.75,159711.875,29664285.75,0.0,3364948.875,373932.125,740621.125,447236.875,4019143.875,5209748.25,5746403.875,4592335.75,5169914.75,29461117.25,1467131.5,1681419.875,4207815.875,1152628.375,3418538.25,5129573.375,10398196.75,2005813.625,12404010.5,7569896.75,2402627.125,15977780.0,1123684.8,0.9931510739307114,-203168.5
Western Athletic Conference,2009,798.75,159711.875,31408351.125,0.0,3152009.875,371049.25,801813.875,410662.25,4196102.5,5960237.625,6078142.5,4919592.0,5518741.625,30664193.125,1408143.25,1880547.0,4820785.125,1041654.875,2886990.875,5057358.75,11204953.5,2363760.25,13568713.625,7901009.375,2433050.375,23746739.875,1609943.125,0.976307002012351,-744158.0
Western Athletic Conference,2010,799.75,159711.875,31981192.25,0.0,4163896.75,377384.125,720247.75,414643.75,3730827.625,5877563.25,6351312.625,4522389.875,5822926.125,31770958.375,1438446.125,2080984.375,5171022.0,1200103.875,3648677.375,4643270.375,10810625.25,2777829.0,13588454.0,8792855.75,2642942.0,21803552.375,2004761.75,0.9934263277817605,-210233.875
Western Athletic Conference,2011,800.75,159711.875,31299147.125,0.0,2788562.375,431535.125,831517.125,472815.375,3925082.375,5896360.125,6322162.0,4502202.125,6128910.625,32066281.75,1402672.0,2172077.0,4727662.0,1093636.0,3389043.75,4983221.375,11430874.125,2867095.625,14297969.75,8770897.375,2608255.5,20612003.25,1943069.125,1.0245097613023217,767134.625
Western Athletic Conference,2012,903.1428571428571,162225.7142857143,30998662.14285714,0.0,3283093.4285714286,463607.5714285714,860246.5714285715,519469.71428571426,4083107.8571428573,4995400.571428572,6035668.571428572,4559609.428571428,6198458.142857143,30754616.285714287,1283431.5714285714,1917131.5714285714,3994047.285714286,1560724.0,2508775.8571428573,3802352.1428571427,12175790.714285715,3512363.285714286,15688153.857142856,7958843.428571428,2368314.285714286,15992543.714285715,1453293.2857142857,0.9921272132320366,-244045.85714285448
Western Athletic Conference,2013,878.4,186037.4,28048123.6,0.0,3411114.2,499718.0,600091.4,511416.0,3653676.6,4502351.2,5289342.4,3541653.8,6038759.8,28386652.2,804929.8,1425530.0,3046517.2,1322235.0,2336244.6,2070485.2,11128051.8,6252658.4,17380710.0,7755031.0,2049055.8,4122759.6,492731.4,1.0120695631846117,338528.59999999776
